instance_name,num_nodes,solver_cost,optimal_cost,gap_percent,total_time,status
EUC_2D_198,100,-1.0,2.784964178929233,,0.025660276412963867,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_199,100,-1.0,3.011351253165046,,0.026339054107666016,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_200,100,-1.0,2.936165173730022,,0.02460932731628418,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_201,100,-1.0,2.456587812035722,,0.023791790008544922,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_202,100,-1.0,3.074987702576488,,0.025316715240478516,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_203,100,-1.0,3.1267310038176697,,0.023702621459960938,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_204,100,-1.0,2.3595281859988773,,0.024669408798217773,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_205,100,-1.0,3.0764563168879233,,0.023836374282836914,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_206,100,-1.0,3.0198467937800184,,0.022677183151245117,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_207,100,-1.0,2.841563176970929,,0.02274012565612793,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_208,100,-1.0,2.5752306344428844,,0.024100303649902344,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_209,100,-1.0,3.5187164480885356,,0.07641029357910156,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_210,100,-1.0,3.375706512344189,,0.023485898971557617,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_211,100,-1.0,2.596958835676801,,0.024382591247558594,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_212,100,-1.0,2.8048015287584156,,0.023586034774780273,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_213,100,-1.0,2.5633258216527945,,0.022911787033081055,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_214,100,-1.0,2.8107695046760472,,0.023093223571777344,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_215,100,-1.0,3.2419761551035324,,0.02262568473815918,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
EUC_2D_216,100,-1.0,2.6075174795541276,,0.0250089168548584,FAILED: Compiler not found. Ensure MinGW (g++) is installed.
